open_time,open,high,low,close,volume
2026-06-05 03:10:00,62400.24,62430.0,62339.0,62379.62,156.56525
2026-06-05 03:15:00,62379.61,62820.0,62379.61,62780.0,110.45794
2026-06-05 03:20:00,62780.01,62783.52,62546.45,62659.81,82.30589
2026-06-05 03:25:00,62659.81,62672.0,62534.0,62599.18,42.45394
2026-06-05 03:30:00,62599.18,62888.0,62599.18,62820.01,77.91768
2026-06-05 03:35:00,62820.01,62821.25,62650.0,62730.0,58.10991
2026-06-05 03:40:00,62730.0,62769.6,62584.22,62665.41,49.74798
2026-06-05 03:45:00,62665.41,62823.52,62654.0,62796.86,62.85085
2026-06-05 03:50:00,62796.87,62861.64,62692.01,62766.19,62.34643
2026-06-05 03:55:00,62766.19,62818.0,62687.4,62730.0,45.621
2026-06-05 04:00:00,62730.0,62754.0,62487.24,62630.01,95.25533
2026-06-05 04:05:00,62630.0,62980.0,62598.0,62922.93,96.23054
2026-06-05 04:10:00,62922.93,62926.01,62775.0,62861.3,44.53267
2026-06-05 04:15:00,62861.3,62884.75,62659.99,62698.01,88.45378
2026-06-05 04:20:00,62698.01,62840.0,62659.71,62822.42,75.93896
2026-06-05 04:25:00,62822.43,63240.48,62822.42,63240.32,162.06762
2026-06-05 04:30:00,63240.32,63240.32,63026.0,63103.99,54.47502
2026-06-05 04:35:00,63104.0,63209.17,63078.0,63116.25,65.43926
2026-06-05 04:40:00,63116.25,63116.25,62990.81,63025.12,61.07484
2026-06-05 04:45:00,63025.11,63072.0,62846.28,62964.01,78.13719
2026-06-05 04:50:00,62964.01,63326.0,62964.01,63318.67,112.84392
2026-06-05 04:55:00,63318.68,63646.0,63210.0,63615.23,199.0417
2026-06-05 05:00:00,63615.22,63688.0,63410.25,63418.88,150.72171
2026-06-05 05:05:00,63418.88,63550.0,63366.67,63402.77,99.55127
2026-06-05 05:10:00,63402.77,63481.99,63344.0,63384.33,58.6108
2026-06-05 05:15:00,63384.34,63416.44,63278.0,63336.86,74.76398
2026-06-05 05:20:00,63336.87,63520.0,63336.86,63387.96,97.29694
2026-06-05 05:25:00,63387.95,63561.2,63373.68,63510.02,69.54953
2026-06-05 05:30:00,63510.01,63562.45,63335.03,63341.68,52.11401
2026-06-05 05:35:00,63341.69,63350.0,63085.75,63170.35,181.91426
2026-06-05 05:40:00,63170.35,63216.0,62887.0,62893.14,122.9844
2026-06-05 05:45:00,62893.14,62946.0,62618.89,62780.02,180.8958
2026-06-05 05:50:00,62780.01,62970.0,62694.91,62713.6,69.67828
2026-06-05 05:55:00,62713.61,62780.79,62278.0,62329.35,345.23081
2026-06-05 06:00:00,62329.36,62471.3,62027.78,62175.99,525.76397
2026-06-05 06:05:00,62175.98,62634.53,62170.52,62444.0,248.78391
2026-06-05 06:10:00,62444.01,62538.0,62078.0,62082.93,234.16694
2026-06-05 06:15:00,62082.94,62256.0,61814.0,61827.53,738.97778
2026-06-05 06:20:00,61827.52,61967.27,61126.01,61462.49,1247.06062
2026-06-05 06:25:00,61462.49,61786.0,61350.0,61681.21,415.33365
2026-06-05 06:30:00,61681.2,61995.99,61644.0,61714.99,511.8925
2026-06-05 06:35:00,61714.99,61954.25,61659.28,61808.0,498.97142
2026-06-05 06:40:00,61808.0,62192.0,61710.52,62146.11,349.24033
2026-06-05 06:45:00,62146.11,62203.29,61870.0,61896.41,231.39376
2026-06-05 06:50:00,61896.41,62024.0,61784.0,61991.25,143.50386
2026-06-05 06:55:00,61991.25,62046.0,61879.87,61946.57,132.38875
2026-06-05 07:00:00,61946.57,61985.36,61602.51,61682.0,215.20102
2026-06-05 07:05:00,61682.0,61721.52,61413.22,61539.8,226.64715
2026-06-05 07:10:00,61539.81,61680.0,61378.38,61497.53,213.53456
2026-06-05 07:15:00,61497.52,61805.89,61491.74,61666.21,167.26311
2026-06-05 07:20:00,61666.22,62005.15,61606.0,61837.45,168.80819
2026-06-05 07:25:00,61837.44,62356.13,61782.0,62252.95,183.30676
2026-06-05 07:30:00,62252.94,62526.87,62190.0,62445.84,305.86327
2026-06-05 07:35:00,62445.83,62827.55,62436.47,62768.0,298.41234
2026-06-05 07:40:00,62768.0,62902.0,62678.84,62881.98,276.45562
2026-06-05 07:45:00,62881.98,62992.52,62753.53,62850.01,273.90848
2026-06-05 07:50:00,62850.0,62987.04,62792.1,62940.52,256.97904
2026-06-05 07:55:00,62940.53,63116.0,62836.79,63115.99,232.76389
2026-06-05 08:00:00,63115.99,63120.98,62869.64,62873.96,211.95511
2026-06-05 08:05:00,62873.95,62979.33,62740.15,62761.78,120.98737
2026-06-05 08:10:00,62761.77,62819.5,62704.0,62805.61,128.60785
2026-06-05 08:15:00,62805.61,62818.18,62584.58,62648.26,178.60865
2026-06-05 08:20:00,62648.27,62775.99,62617.86,62703.5,128.08152
2026-06-05 08:25:00,62703.5,62873.99,62678.04,62816.13,58.54249
2026-06-05 08:30:00,62816.28,62932.63,62691.69,62702.44,95.77131
2026-06-05 08:35:00,62702.44,62750.0,62526.98,62533.31,183.85416
2026-06-05 08:40:00,62533.3,62701.97,62516.09,62540.0,72.70891
2026-06-05 08:45:00,62540.01,62612.0,62491.81,62590.93,64.4121
2026-06-05 08:50:00,62590.92,62590.93,62379.31,62391.38,71.12774
2026-06-05 08:55:00,62391.39,62495.99,62288.88,62454.64,66.67846
2026-06-05 09:00:00,62454.64,62658.0,62442.0,62549.36,117.09932
2026-06-05 09:05:00,62549.35,62782.0,62508.43,62745.15,58.73773
2026-06-05 09:10:00,62745.14,63099.65,62630.0,63099.64,193.54273
2026-06-05 09:15:00,63099.65,63259.9,62950.0,62964.0,200.62438
2026-06-05 09:20:00,62964.0,63078.0,62901.1,63037.26,68.97508
2026-06-05 09:25:00,63037.27,63140.0,63002.81,63114.43,62.07644
2026-06-05 09:30:00,63114.43,63124.0,62940.0,63015.52,72.39338
2026-06-05 09:35:00,63015.52,63064.0,62799.86,62814.34,45.48642
2026-06-05 09:40:00,62814.34,62840.0,62775.0,62819.49,31.11895
2026-06-05 09:45:00,62819.49,62922.0,62813.19,62838.01,36.61027
2026-06-05 09:50:00,62838.0,62994.0,62804.0,62863.42,50.66705
2026-06-05 09:55:00,62863.42,62908.0,62811.43,62860.09,32.92135
2026-06-05 10:00:00,62860.09,62931.81,62780.17,62824.66,45.37234
2026-06-05 10:05:00,62824.66,62838.82,62667.36,62680.81,106.44245
2026-06-05 10:10:00,62680.8,62805.22,62652.0,62748.76,76.12757
2026-06-05 10:15:00,62748.77,62748.77,62552.7,62570.69,56.9399
2026-06-05 10:20:00,62570.7,62632.6,62501.76,62538.35,69.62169
2026-06-05 10:25:00,62538.35,62630.0,62538.35,62586.01,53.0507
2026-06-05 10:30:00,62586.01,62653.61,62565.62,62565.63,62.96083
2026-06-05 10:35:00,62565.62,62580.87,62375.0,62387.26,56.76982
2026-06-05 10:40:00,62387.27,62711.99,62387.26,62675.51,55.60876
2026-06-05 10:45:00,62675.51,62675.52,62552.42,62602.0,54.40133
2026-06-05 10:50:00,62602.0,62616.6,62453.0,62546.08,40.73357
2026-06-05 10:55:00,62546.08,62563.63,62492.0,62536.87,75.81637
2026-06-05 11:00:00,62536.87,62538.83,62350.79,62406.0,63.91955
2026-06-05 11:05:00,62406.0,62490.0,62292.36,62324.65,74.77778
2026-06-05 11:10:00,62324.64,62380.0,62255.28,62326.53,72.44898
2026-06-05 11:15:00,62326.53,62502.0,62246.0,62491.91,128.69486
2026-06-05 11:20:00,62491.9,62644.48,62326.0,62344.88,151.85644
2026-06-05 11:25:00,62344.87,62510.0,62339.29,62471.91,97.05499
2026-06-05 11:30:00,62473.18,62521.92,62289.42,62349.24,77.30586
2026-06-05 11:35:00,62349.24,62377.65,62255.0,62295.99,94.5515
2026-06-05 11:40:00,62295.99,62303.99,62114.4,62114.4,114.06969
2026-06-05 11:45:00,62114.41,62260.0,62000.0,62189.17,146.06731
2026-06-05 11:50:00,62189.18,62224.0,62002.0,62006.01,65.46963
2026-06-05 11:55:00,62006.01,62096.0,61964.98,61964.99,105.51337
2026-06-05 12:00:00,61964.99,61984.0,61647.06,61656.95,205.67354
2026-06-05 12:05:00,61656.96,62192.0,61656.96,62047.06,214.7497
2026-06-05 12:10:00,62047.06,62281.13,62032.0,62148.67,89.41982
2026-06-05 12:15:00,62148.68,62371.27,62148.67,62329.81,126.95907
2026-06-05 12:20:00,62329.81,62457.86,62172.0,62389.99,257.89088
2026-06-05 12:25:00,62389.99,62389.99,62162.06,62219.04,105.11248
2026-06-05 12:30:00,62220.48,62400.0,61753.43,61753.43,440.87631
2026-06-05 12:35:00,61753.43,62069.7,61620.47,61932.45,165.14063
2026-06-05 12:40:00,61932.46,62094.75,61843.17,61974.89,82.20069
2026-06-05 12:45:00,61974.89,62089.87,61884.0,61968.01,56.8822
2026-06-05 12:50:00,61968.01,62060.0,61863.82,61929.42,82.66732
2026-06-05 12:55:00,61929.41,62023.4,61884.03,61959.73,103.69048
2026-06-05 13:00:00,61959.72,62098.0,61922.0,62073.77,172.30815
2026-06-05 13:05:00,62073.77,62172.0,61924.41,61966.64,258.1769
2026-06-05 13:10:00,61966.63,62074.33,61924.01,61985.0,200.60556
2026-06-05 13:15:00,61984.99,62102.0,61892.0,62073.0,114.02315
2026-06-05 13:20:00,62073.0,62315.99,62066.55,62127.4,138.75739
2026-06-05 13:25:00,62127.41,62240.0,62106.01,62116.0,119.736
2026-06-05 13:30:00,62116.0,62326.0,61905.99,62194.07,194.52762
2026-06-05 13:35:00,62194.07,62266.0,61782.0,61811.99,498.04754
2026-06-05 13:40:00,61812.0,61888.0,61675.49,61846.0,172.10085
2026-06-05 13:45:00,61846.0,61877.99,61260.7,61271.88,360.9024
2026-06-05 13:50:00,61271.88,61388.88,61100.0,61242.72,531.46571
2026-06-05 13:55:00,61242.73,61253.61,60732.35,60732.36,884.07764
2026-06-05 14:00:00,60732.36,61005.2,60578.0,60613.21,596.74018
2026-06-05 14:05:00,60613.22,61227.98,60461.88,61136.31,944.1914
2026-06-05 14:10:00,61136.31,61180.0,60656.92,60865.45,443.65952
2026-06-05 14:15:00,60865.45,61061.28,60700.0,60788.8,274.08935
2026-06-05 14:20:00,60788.8,60956.39,60480.0,60557.83,263.2289
2026-06-05 14:25:00,60557.83,60593.55,60340.0,60394.6,447.7625
2026-06-05 14:30:00,60394.59,60848.53,60334.97,60845.57,308.81451
2026-06-05 14:35:00,60846.0,61195.99,60696.8,60888.01,422.17507
2026-06-05 14:40:00,60888.01,61045.54,60720.5,60845.87,393.70275
2026-06-05 14:45:00,60845.87,61135.19,60799.55,60799.55,242.76599
2026-06-05 14:50:00,60799.55,61076.34,60758.0,60762.01,203.00202
2026-06-05 14:55:00,60762.0,60944.0,60624.0,60868.97,213.12719
2026-06-05 15:00:00,60868.98,61033.99,60628.93,60996.0,278.74043
2026-06-05 15:05:00,60996.0,61003.98,60718.73,60755.32,166.59922
2026-06-05 15:10:00,60755.31,60792.0,60532.86,60609.59,168.42735
2026-06-05 15:15:00,60609.6,60874.0,60506.0,60853.74,253.85586
2026-06-05 15:20:00,60853.73,60962.0,60659.04,60910.0,219.79006
2026-06-05 15:25:00,60910.0,61126.0,60708.47,60790.36,198.77248
2026-06-05 15:30:00,60789.63,60852.9,60534.0,60617.91,196.40289
2026-06-05 15:35:00,60617.91,60660.66,60166.32,60202.6,638.86602
2026-06-05 15:40:00,60202.59,60470.0,60000.0,60370.0,1604.3643
2026-06-05 15:45:00,60370.0,60635.0,60192.01,60592.01,344.12666
2026-06-05 15:50:00,60592.0,60611.99,60418.85,60552.0,265.33919
2026-06-05 15:55:00,60551.99,60618.48,60418.85,60438.01,136.47755
2026-06-05 16:00:00,60438.0,60438.0,60186.29,60247.98,589.31655
2026-06-05 16:05:00,60247.98,60508.39,60003.62,60052.48,533.22774
2026-06-05 16:10:00,60052.47,61085.7,59786.0,60897.63,1977.54257
2026-06-05 16:15:00,60897.63,61151.33,60720.59,60969.66,598.78355
2026-06-05 16:20:00,60969.48,61547.24,60950.0,61222.96,479.40698
2026-06-05 16:25:00,61222.96,61263.42,60886.55,60926.89,276.61973
2026-06-05 16:30:00,60926.89,61062.0,60710.01,60812.63,225.16023
2026-06-05 16:35:00,60812.63,60988.0,60803.68,60964.58,159.99339
2026-06-05 16:40:00,60964.59,60977.59,60746.0,60832.49,220.61451
2026-06-05 16:45:00,60832.49,61190.47,60806.74,61148.0,204.6864
2026-06-05 16:50:00,61148.0,61395.18,61098.0,61385.33,176.06791
2026-06-05 16:55:00,61385.33,61475.12,61302.56,61394.39,154.28332
2026-06-05 17:00:00,61394.38,61508.85,61205.34,61385.15,212.98372
2026-06-05 17:05:00,61385.15,61435.74,61220.01,61367.04,141.88324
2026-06-05 17:10:00,61367.04,61367.04,60930.8,61061.06,219.51289
2026-06-05 17:15:00,61061.07,61077.09,60794.0,60841.66,178.27019
2026-06-05 17:20:00,60841.66,60974.8,60742.24,60817.37,196.37036
2026-06-05 17:25:00,60817.37,60848.0,60660.0,60697.27,154.5377
2026-06-05 17:30:00,60697.27,60901.99,60688.0,60877.0,91.81842
2026-06-05 17:35:00,60877.0,60906.0,60764.0,60894.03,78.36816
2026-06-05 17:40:00,60894.03,61151.67,60746.0,60755.83,171.57341
2026-06-05 17:45:00,60755.82,60833.19,60664.01,60672.34,131.11774
2026-06-05 17:50:00,60672.33,60849.23,60672.33,60794.0,79.40937
2026-06-05 17:55:00,60794.0,60832.0,60700.74,60813.99,79.89761
2026-06-05 18:00:00,60814.0,60950.0,60710.0,60749.01,132.59702
2026-06-05 18:05:00,60749.0,60896.0,60736.0,60736.01,118.14866
2026-06-05 18:10:00,60736.01,60796.17,60612.0,60624.35,95.74543
2026-06-05 18:15:00,60624.36,60664.0,60449.22,60449.22,182.95543
2026-06-05 18:20:00,60449.22,60554.8,60296.02,60323.65,228.7282
2026-06-05 18:25:00,60323.64,60346.0,60108.03,60158.0,226.11734
2026-06-05 18:30:00,60158.01,60292.0,60100.0,60250.03,191.99494
2026-06-05 18:35:00,60249.26,60323.48,59968.0,60309.96,367.2442
2026-06-05 18:40:00,60309.96,60340.09,59668.0,59952.0,485.00351
2026-06-05 18:45:00,59952.0,59972.0,59669.6,59785.68,240.49698
2026-06-05 18:50:00,59785.68,59805.97,59170.0,59207.42,1093.65068
2026-06-05 18:55:00,59207.42,59649.99,59141.0,59395.99,490.69504
2026-06-05 19:00:00,59396.0,59612.67,59145.0,59415.99,357.93984
2026-06-05 19:05:00,59415.99,59521.73,59276.0,59411.99,225.42388
2026-06-05 19:10:00,59412.0,59547.84,59293.92,59392.25,184.89895
2026-06-05 19:15:00,59392.0,59414.0,59130.91,59241.86,271.97323
2026-06-05 19:20:00,59241.85,59611.67,59205.12,59610.77,183.81854
2026-06-05 19:25:00,59610.77,59869.98,59576.47,59858.27,172.72804
2026-06-05 19:30:00,59858.28,59869.45,59485.45,59707.19,169.35602
2026-06-05 19:35:00,59707.2,59826.47,59626.16,59806.79,170.15472
2026-06-05 19:40:00,59806.8,59897.32,59560.0,59752.15,151.86293
2026-06-05 19:45:00,59752.14,60453.69,59744.0,60215.47,356.52269
2026-06-05 19:50:00,60215.48,60428.17,60139.31,60216.92,164.52404
2026-06-05 19:55:00,60217.92,60459.41,60114.08,60300.24,153.56631
2026-06-05 20:00:00,60300.24,60454.0,60016.27,60083.99,192.19067
2026-06-05 20:05:00,60083.98,60981.13,59940.01,60885.47,446.7333
2026-06-05 20:10:00,60885.46,60951.64,60697.57,60855.6,174.57602
2026-06-05 20:15:00,60855.6,61064.06,60713.57,60963.78,196.03842
2026-06-05 20:20:00,60963.79,61076.58,60806.63,60894.01,242.73705
2026-06-05 20:25:00,60894.0,61056.34,60866.72,60945.4,181.05908
2026-06-05 20:30:00,60945.4,61250.0,60894.01,61056.33,203.32689
2026-06-05 20:35:00,61056.34,61252.55,61056.34,61230.01,125.75993
2026-06-05 20:40:00,61230.0,61305.64,61161.02,61268.39,117.1705
2026-06-05 20:45:00,61268.39,61463.52,61210.57,61451.05,150.2363
2026-06-05 20:50:00,61451.05,61787.01,61426.98,61510.44,366.53358
2026-06-05 20:55:00,61510.44,61710.52,61510.44,61620.01,122.96447
2026-06-05 21:00:00,61620.01,61995.0,61568.0,61832.0,480.33919
2026-06-05 21:05:00,61832.0,61936.97,61712.0,61831.99,294.75008
2026-06-05 21:10:00,61831.99,61863.09,61666.0,61860.0,200.39063
2026-06-05 21:15:00,61859.99,62000.0,61691.99,61746.15,167.44387
2026-06-05 21:20:00,61746.15,61761.44,61568.03,61584.32,101.2862
2026-06-05 21:25:00,61584.32,61688.0,61567.56,61578.1,112.57921
2026-06-05 21:30:00,61578.01,61596.0,61444.2,61514.16,84.3558
2026-06-05 21:35:00,61514.15,61862.7,61487.42,61833.78,125.42654
2026-06-05 21:40:00,61833.78,61944.88,61790.15,61873.99,57.46919
2026-06-05 21:45:00,61873.99,61909.86,61773.02,61798.34,59.32974
2026-06-05 21:50:00,61798.33,61818.0,61672.0,61733.28,41.19453
2026-06-05 21:55:00,61733.28,61752.0,61629.95,61670.38,30.03627
2026-06-05 22:00:00,61670.38,61670.38,61415.0,61431.94,78.18084
2026-06-05 22:05:00,61431.93,61474.0,61207.82,61408.46,176.6502
2026-06-05 22:10:00,61408.46,61466.0,61269.27,61397.54,83.65755
2026-06-05 22:15:00,61397.53,61648.0,61296.35,61639.36,181.03602
2026-06-05 22:20:00,61639.37,61649.09,61422.0,61528.69,130.44826
2026-06-05 22:25:00,61528.69,61624.94,61424.01,61488.45,115.64473
2026-06-05 22:30:00,61488.45,61658.0,61406.28,61630.51,103.6971
2026-06-05 22:35:00,61630.51,61862.53,61576.01,61816.0,220.17563
2026-06-05 22:40:00,61816.0,61877.0,61704.0,61758.01,128.47618
2026-06-05 22:45:00,61758.0,61852.0,61551.18,61838.34,172.70374
2026-06-05 22:50:00,61838.35,61966.0,61676.54,61965.39,203.25865
2026-06-05 22:55:00,61965.39,61966.0,61556.53,61584.49,205.68138
2026-06-05 23:00:00,61584.49,61776.0,61493.07,61657.07,179.02631
2026-06-05 23:05:00,61657.07,61753.73,61398.0,61414.46,105.90625
2026-06-05 23:10:00,61414.46,61488.57,61308.0,61308.0,78.41751
2026-06-05 23:15:00,61308.01,61308.01,61051.26,61156.27,178.06156
2026-06-05 23:20:00,61156.28,61189.99,60927.66,60964.49,138.24472
2026-06-05 23:25:00,60964.5,61023.99,60825.75,60946.01,87.63573
2026-06-05 23:30:00,60946.01,60946.01,60518.0,60566.76,154.31615
2026-06-05 23:35:00,60567.14,60895.54,60567.14,60745.97,52.8609
2026-06-05 23:40:00,60745.96,60822.0,60646.0,60814.26,65.12906
2026-06-05 23:45:00,60814.26,60846.72,60700.0,60821.26,55.57713
2026-06-05 23:50:00,60821.27,61049.87,60821.27,61011.99,47.74932
2026-06-05 23:55:00,61011.99,61070.0,60910.0,61056.47,68.63427
2026-06-06 00:00:00,61056.47,61411.76,61045.01,61390.65,134.95322
2026-06-06 00:05:00,61390.65,61462.0,61247.35,61446.91,98.45294
2026-06-06 00:10:00,61446.91,61457.09,61352.0,61425.56,31.27105
2026-06-06 00:15:00,61425.56,61530.05,61269.37,61299.99,85.64488
2026-06-06 00:20:00,61299.99,61337.7,61154.01,61162.1,69.79197
2026-06-06 00:25:00,61162.11,61322.0,61151.4,61310.39,45.39219
2026-06-06 00:30:00,61310.39,61420.0,61272.0,61356.04,53.13723
2026-06-06 00:35:00,61356.03,61356.03,61200.0,61310.0,60.84813
2026-06-06 00:40:00,61310.0,61366.69,61180.23,61198.01,35.57993
2026-06-06 00:45:00,61198.0,61348.0,61184.0,61252.02,74.046
2026-06-06 00:50:00,61252.02,61333.99,61216.04,61333.99,36.13319
2026-06-06 00:55:00,61333.98,61386.0,61255.09,61273.29,44.02986
2026-06-06 01:00:00,61273.29,61380.0,61273.29,61371.99,34.59902
2026-06-06 01:05:00,61371.99,61372.0,61308.0,61325.42,27.22113
2026-06-06 01:10:00,61325.43,61336.34,61112.0,61145.76,115.42101
2026-06-06 01:15:00,61145.76,61235.2,61088.0,61098.01,58.12017
2026-06-06 01:20:00,61098.01,61103.23,60976.0,60994.11,73.54351
2026-06-06 01:25:00,60994.1,61295.99,60988.02,61294.52,71.74421
2026-06-06 01:30:00,61294.52,61304.57,61200.0,61276.98,47.8867
2026-06-06 01:35:00,61276.98,61280.67,61080.02,61125.12,39.04017
2026-06-06 01:40:00,61125.12,61128.0,61018.0,61053.44,45.71844
2026-06-06 01:45:00,61053.43,61162.0,61050.77,61072.08,37.42091
2026-06-06 01:50:00,61072.08,61168.0,60954.36,61167.19,94.84099
2026-06-06 01:55:00,61167.19,61170.0,61058.95,61058.95,55.5212
2026-06-06 02:00:00,61058.95,61074.28,60965.0,60989.06,53.09565
2026-06-06 02:05:00,60989.06,61026.22,60868.0,61026.0,116.51423
2026-06-06 02:10:00,61026.0,61095.05,60870.74,60879.73,56.84552
2026-06-06 02:15:00,60879.73,60910.0,60678.0,60678.4,96.36695
2026-06-06 02:20:00,60678.39,60990.51,60678.01,60860.35,74.47438
2026-06-06 02:25:00,60860.35,60912.0,60796.7,60796.81,65.57739
2026-06-06 02:30:00,60796.81,60977.85,60775.08,60971.75,58.26157
2026-06-06 02:35:00,60971.74,61026.0,60886.01,61018.9,67.26107
2026-06-06 02:40:00,61018.9,61056.34,60930.0,60938.01,33.268
2026-06-06 02:45:00,60938.0,61130.98,60866.0,61107.19,73.86612
2026-06-06 02:50:00,61107.19,61176.0,61064.0,61076.23,43.85064
2026-06-06 02:55:00,61076.23,61076.23,60925.84,60951.64,38.94852
2026-06-06 03:00:00,60951.63,60966.86,60826.17,60829.0,45.72011
2026-06-06 03:05:00,60829.0,60882.0,60794.12,60814.45,53.28012
2026-06-06 03:10:00,60814.45,60929.55,60796.0,60874.09,43.78256
2026-06-06 03:15:00,60874.09,60938.0,60815.38,60921.02,60.60687
2026-06-06 03:20:00,60921.01,60940.0,60728.0,60776.67,59.3219
2026-06-06 03:25:00,60776.68,60800.0,60715.51,60799.99,49.55864
2026-06-06 03:30:00,60799.99,60799.99,60527.82,60544.29,118.14991
2026-06-06 03:35:00,60544.28,60746.7,60520.0,60632.0,87.56645
2026-06-06 03:40:00,60631.99,60708.33,60600.0,60708.33,53.92907
2026-06-06 03:45:00,60708.33,60722.0,60636.0,60650.13,45.60766
2026-06-06 03:50:00,60650.12,60796.0,60618.0,60653.04,42.95101
2026-06-06 03:55:00,60653.04,60742.0,60653.04,60687.04,35.91675
2026-06-06 04:00:00,60687.05,60866.0,60668.0,60710.0,87.1924
2026-06-06 04:05:00,60709.99,60709.99,60370.0,60370.7,171.51385
2026-06-06 04:10:00,60370.7,60457.51,60087.2,60131.47,165.96941
2026-06-06 04:15:00,60131.48,60344.0,60023.71,60030.6,207.04251
2026-06-06 04:20:00,60030.6,60193.81,59956.0,60102.35,264.70064
2026-06-06 04:25:00,60102.35,60186.0,59845.52,59964.29,211.67989
2026-06-06 04:30:00,59964.29,60050.0,59500.0,59514.15,315.72345
2026-06-06 04:35:00,59514.16,59861.63,59514.16,59704.45,196.23963
2026-06-06 04:40:00,59704.44,59845.31,59662.01,59796.66,112.42008
2026-06-06 04:45:00,59796.01,60005.52,59708.15,59792.81,187.48689
2026-06-06 04:50:00,59792.81,60302.21,59768.01,60267.29,174.45425
2026-06-06 04:55:00,60267.29,60272.7,59968.0,60101.27,67.50735
2026-06-06 05:00:00,60101.28,60116.0,59621.22,59901.43,149.52566
2026-06-06 05:05:00,59901.43,60070.81,59762.0,60070.81,152.87281
2026-06-06 05:10:00,60070.81,60251.99,59890.0,59890.01,128.63666
2026-06-06 05:15:00,59890.01,60146.84,59870.0,60142.52,146.62265
2026-06-06 05:20:00,60142.51,61004.0,60108.12,60819.52,715.17304
2026-06-06 05:25:00,60818.92,61062.0,60711.09,60751.3,222.43076
2026-06-06 05:30:00,60751.29,60778.0,60608.02,60615.54,135.09069
2026-06-06 05:35:00,60615.9,60967.2,60615.9,60809.99,155.17159
2026-06-06 05:40:00,60810.0,60901.45,60745.85,60824.38,65.33604
2026-06-06 05:45:00,60824.38,61046.0,60750.47,60948.0,106.68288
2026-06-06 05:50:00,60948.0,61051.9,60840.01,60895.46,121.08033
2026-06-06 05:55:00,60894.8,60991.11,60860.0,60942.38,42.60777
2026-06-06 06:00:00,60942.37,61276.95,60942.37,61153.34,201.22396
2026-06-06 06:05:00,61153.33,61236.0,61024.0,61112.98,166.77305
2026-06-06 06:10:00,61112.98,61168.0,60996.9,61152.06,346.78879
2026-06-06 06:15:00,61152.06,61209.6,60994.0,61031.12,372.02247
2026-06-06 06:20:00,61031.11,61245.05,61027.47,61118.08,124.23375
2026-06-06 06:25:00,61118.08,61154.0,60998.65,61024.6,234.1965
2026-06-06 06:30:00,61024.59,61086.0,60966.24,60970.59,255.7124
2026-06-06 06:35:00,60970.58,61181.72,60968.38,61004.47,88.85533
2026-06-06 06:40:00,61004.47,61031.93,60804.0,60804.0,109.94045
2026-06-06 06:45:00,60804.0,60951.64,60794.0,60810.01,61.3465
2026-06-06 06:50:00,60810.01,60964.0,60681.0,60825.97,87.56983
2026-06-06 06:55:00,60825.98,60842.0,60726.0,60786.96,46.43834
2026-06-06 07:00:00,60786.96,60842.0,60733.14,60766.01,44.64104
2026-06-06 07:05:00,60766.01,61091.99,60764.01,61049.31,70.75805
2026-06-06 07:10:00,61049.32,61137.75,60969.0,61093.0,143.8779
