open_time,open,high,low,close,volume,return_1,return_3,rolling_vol,volume_change,future_close,label
2026-06-12 11:25:00,63869.99,63880.0,63824.0,63828.0,40.96218,-0.0006574292558992889,-5.2482048397806125e-05,0.001218386580805407,0.6851392695951806,63801.73,0
2026-06-12 11:30:00,63828.0,63828.01,63727.86,63748.61,40.27374,-0.0012438114933884803,-0.0004137985103880304,0.0011393836708446373,-0.01680672268907568,63817.48,1
2026-06-12 11:35:00,63748.62,63748.62,63690.0,63694.63,18.84982,-0.0008467635608054858,-0.0027455773830558083,0.0011500860932134181,-0.5319575485167257,63839.74,1
2026-06-12 11:40:00,63694.63,63807.9,63694.62,63801.73,38.65042,0.0016814604308088565,-0.00041157485742926436,0.0013027780132238162,1.0504397389471092,63766.01,0
2026-06-12 11:45:00,63801.73,63884.49,63798.5,63817.48,46.08704,0.0002468585099495435,0.0010803372810794798,0.0012432415999432257,0.19240722351788175,63672.32,0
2026-06-12 11:50:00,63817.48,63839.74,63795.78,63839.74,29.99105,0.0003488072546893317,0.0022782140346839785,0.001064823856256493,-0.34925198060018603,63670.38,0
2026-06-12 11:55:00,63839.74,63844.0,63766.0,63766.01,25.27955,-0.0011549232500006612,-0.0005598594270093127,0.0011359178949894872,-0.15709686723205762,63634.98,0
2026-06-12 12:00:00,63766.01,63775.0,63654.0,63672.32,47.66655,-0.0014692780683628337,-0.0022746119088375982,0.0011816943165005418,0.8855774727002657,63650.0,0
2026-06-12 12:05:00,63672.31,63701.45,63648.56,63670.38,15.96406,-3.046849871346513e-05,-0.0026528930099025683,0.00113839469070913,-0.6650888306369981,63564.01,0
2026-06-12 12:10:00,63670.38,63704.0,63624.07,63634.98,21.59094,-0.0005559885145964838,-0.0020548564979994133,0.0007543984690589075,0.352471739645178,63463.19,0
2026-06-12 12:15:00,63634.97,63681.99,63620.0,63650.0,19.41166,0.00023603370347569097,-0.0003505447893212832,0.0007524497206155312,-0.10093492918789082,63557.25,0
